Transect,Position,Habitat Type,Season,Main Cover,Cardiocondyla mauritanica,Cremaogaster hespera,Dorymyrmex insanus,Formica francoeuri,Forelius pruinosus,Hypoponera opaciceps,Liometopum occidentale,Linepithema humile,Monomorium ergatogyna,Pheidole hyatti,Pogonomyrmex californicus,Solenopsis molesta,Solenopsis validiuscula,Solenopsis xyloni,Stenamma punctatoventre,Tapinoma sessile,Temnothorax andrei,Temnothorax nitens,Main Cover,Litter,Soil,Live Veg,Mulch,canopy cover,soil moisture,percent clay,percent sand,Litter/Bare Ground,Acmispon glaber,Adenostoma fasciculatum,Ambrosia psilostachya,Artemisia californica,Artemisia douglasiana,Arundo donax,Astragalus trichopodus,Atriplex lentiformis,Baccharis pilularis,Baccharis salicifolia,Bromus madritensis ssp. rubens,Carduus pycnocephalus,Chenopodium album,Curcubita foetidissima,Datura wrightii,Digitaria ciliaris,Elymus condensatus,Elymus glaucus,Elymus triticoides,Erigeron canadensis,Eriodictyon crassifolium,Eschscholzia californica,Euthamia occidentalis,Heliotropium curassavicum ,Heteromeles arbutifolia,Hirschfeldia incana,Juglans californica,Lactuca serriola,Linnacea coulteri,Malva parviflora,Nicotiana glauca,Populous trichocarpa,Quercus agrifolia,RICCOM,Rubus ursinus,Salix laevigata,Salix lasiolepis,Salix exigua,Salsola tragus,Salvia apiana,Salvia mellifera,Sambucus nigra,Sisyimbrium irio,Tamarix ramosissima,Toxicodendron diversilobum,Urtica dioica,Total native Cover,Total Non-native Cover
VC9,V9E,Replanting,Summer,Mulch,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,Mulch,3.666666667,1,2.333333333,93,5.88,26.21588523,4,74,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,222,0
WC,WCA,Watercress,Summer,Veg,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Veg,9.333333333,37.66666667,53,0,0.16,16.17904325,-0.72,99.72,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WC,WCB,Watercress,Summer,Veg,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Veg,4.333333333,25.33333333,70.33333333,0,0.16,15.19993544,2,99,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WC,WCC,Watercress,Summer,Veg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Veg,16,5,79,0,0.16,0.595758202,4,93,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WC,WCE,Watercress,Summer,Soil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Soil,36.33333333,38,25.66666667,0,0.16,19.87516042,3,98,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U3,U3A,R. Forest,Winter,Litter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,Litter,96.33333333,1,0,2.666666667,90.38,28.9000686,7,58,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0
U3,U3B,R. Forest,Winter,Litter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Litter,95.66666667,1.333333333,0,3,92.2,29.48241764,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,383,0,0,0,0,0,0,0,0,0,0,0,883,0
U3,U3C,R. Forest,Winter,Veg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veg,31.33333333,1,67.66666667,0,74.78,30.50503048,11,52,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,460,0,0,0,0,0,0,0,0,0,904,0
U3,U3D,R. Forest,Winter,Veg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Veg,31.66666667,0.333333333,65.33333333,2.666666667,57.88,30.62007357,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,0,0,0,0,0,0,0,0,0,1000,0
U3,U3E,R. Forest,Winter,Litter,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,Litter,85.66666667,0.666666667,6,7.666666667,94.28,46.66389524,5.08,65.92,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,375,0,0,0,0,0,0,0,0,0,0,0,875,0
U5,U5A,R. Forest,Winter,Litter,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,Litter,99.66666667,0,0.333333333,0,86.48,31.23650108,37.36,60.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0
U5,U5B,R. Forest,Winter,Litter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Litter,100,0,0,0,90.64,27.90734697,38.36,55.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0
U5,U5C,R. Forest,Winter,Litter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,Litter,94,0.333333333,5.666666667,0,96.36,35.13123738,37.64,62.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0
U5,U5D,R. Forest,Winter,Litter,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,1,Litter,84.33333333,0,15.66666667,0,88.82,24.36550452,38,53,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,360,0,0,0,0,0,0,0,0,0,410,0
U5,U5E,R. Forest,Winter,Veg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Veg,30.66666667,0,69.33333333,0,92.2,28.21580289,36.64,57.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,500,0,0,0,0,0,0,0,0,0,928,0
U6,U6A,R. Forest,Winter,Litter,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Litter,97,0,3,0,83.88,26.93860056,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0
U6,U6B,R. Forest,Winter,Litter,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,Litter,69.33333333,0,30.66666667,0,94.54,27.25844462,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,239,0,500,0,0,0,0,0,0,0,0,0,752,0
U6,U6C,R. Forest,Winter,Litter,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,Litter,71,0,29,0,96.36,32.17125022,16,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,62,0,0,0,0,0,0,0,0,0,1062,0
U6,U6D,R. Forest,Winter,Veg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Veg,31.66666667,0,68.33333333,0,79.72,28.90042667,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,298,0,294,0,0,0,0,0,0,0,0,0,687,0
U6,U6E,R. Forest,Winter,Soil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Soil,48.66666667,50.66666667,0.666666667,0,42.8,28.33553695,14,45,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,125,0,0,0,268,0,0,0,0,0,0,0,0,0,0,427,92
U8,U8A,R. Forest,Winter,Mulch,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Mulch,36.66666667,0,0.666666667,62.66666667,47.48,42.16703441,7.64,49.36,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
U8,U8B,R. Forest,Winter,Litter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,Litter,87.33333333,0,0,12.66666667,42.8,42.60581455,8,48,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0
U8,U8C,R. Forest,Winter,Litter,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Litter,72.33333333,0,0,27.66666667,71.92,41.75952508,6,52,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,15,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,15
ARU4,ARU4B,Arundo,Winter,Mulch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mulch,0.666666667,0,1.333333333,98.66666667,0,32.19136,5.72,52.28,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
ARU4,ARU4C,Arundo,Winter,Litter,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Litter,68.66666667,2.333333333,6.333333333,22.66666667,0,60.83691,5.72,54.28,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
ARU4,ARU4E,Arundo,Winter,Mulch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mulch,0,0.333333333,6,94,0,14.91973,1.28,96.72,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
ARU5,ARU5A,Arundo,Winter,Mulch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Mulch,6.666666667,3.333333333,1,89,0,33.80382,9.72,50.28,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
TA,TAB,Arundo,Winter,Litter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Litter,90.33333333,0.333333333,9.333333333,0,94.8,38.85722041,10,45,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
TA,TAC,Arundo,Winter,Litter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Litter,85.33333333,0,14.66666667,0,88.04,39.21395107,10,49,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
TA,TAD,Arundo,Winter,Litter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Litter,97.33333333,1,1.666666667,0,100,38.03556127,9,51,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
TA,TAE,Arundo,Winter,Litter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Litter,90,0.666666667,9.333333333,0,99.74,40.01706154,10,53,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
HR6,HR6A,R. Scrub,Winter,Soil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Soil,13.66666667,48.33333333,38,0,64.64,9.322184665,7.36,85.64,229,0,0,0,130,0,0,35,0,147,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0
HR6,HR6B,R. Scrub,Winter,Litter,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Litter,60.33333333,32,7.666666667,0,76.86,9.448343171,2.784,93.216,115,0,0,0,0,0,0,0,0,295,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0
HR6,HR6C,R. Scrub,Winter,Litter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Litter,66,13,21,0,91.16,12.2491018,0.64,88.36,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0
HR6,HR6D,R. Scrub,Winter,Litter,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Litter,61,39,0,0,85.44,6.975626802,1.36,92.64,0,0,0,0,0,0,0,0,0,100,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0
HR6,HR6E,R. Scrub,Winter,Soil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Soil,7.333333333,79.33333333,13.33333333,0,0,10.07532505,5.36,82.64,100,0,0,0,0,0,0,0,0,175,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,465,0
HR8,HR8A,R. Scrub,Winter,Soil,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Soil,40.66666667,49,10.33333333,0,12.38,8.593992635,3.64,90.36,422,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
HR8,HR8B,R. Scrub,Winter,Litter,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Litter,87,6.333333333,6.666666667,0,71.92,13.36968489,3.28,83.72,340,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,160,0
HR8,HR8C,R. Scrub,Winter,Litter,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Litter,54,45.33333333,0.666666667,0,63.34,19.05135583,3.64,73.36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,80,0,0,0,0,0,0,0,0,525,0
HR8,HR8D,R. Scrub,Winter,Soil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Soil,1.666666667,98.33333333,0,0,7.96,14.16202555,3,80,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR8,HR8E,R. Scrub,Winter,Soil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Soil,7.333333333,92.66666667,0,0,74,9.586684644,3,91,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0
AG1,AG1A,Watercress,Winter,Veg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veg,4,19,77,0,0,0.571718,3,94,100,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,300
AG1,AG1B,Watercress,Winter,Veg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veg,0,10.66666667,89.33333333,0,0,0,1.72,99.28,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,200,0,0,0,300,0,0,0,0,900
WC,WCC,Watercress,Winter,Veg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veg,16,5,79,0,0,3,92,2.288009,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
WC,WCE,Watercress,Winter,Soil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Soil,36.33333333,38,25.66666667,0,0,2,97,12.1714,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
VC7,VC7A,Replanting,Winter,Litter,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,Litter,77.66666667,0.666666667,9.333333333,5.666666667,69.58,57.98197517,1.28,72.72,34,0,0,0,0,19,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,64,0,0,0,42,508,0
VC7,VC7B,Replanting,Winter,Mulch,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Mulch,41,1.333333333,1.666666667,56,54.76,46.80391148,3,76,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,210,153
VC7,VC7C,Replanting,Winter,Mulch,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Mulch,16.33333333,4,21.33333333,58.33333333,63.6,6.279939245,2.64,90.36,259,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,252,0
VC7,VC7E,Replanting,Winter,Mulch,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Mulch,5,2.333333333,12,80.66666667,4.32,31.82076007,1.64,80.36,343,0,0,45,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0
VC8,VC8A,Replanting,Winter,Mulch,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,Mulch,14.66666667,0,4,81.33333333,41.5,39.58073705,9.08,63.92,135,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,65,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0
VC8,VC8B,Replanting,Winter,Veg,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,Veg,15.66666667,3.666666667,60.33333333,20.33333333,29.54,28.53275853,6.08,70.92,66,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,420,29,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0
VC8,VC8C,Replanting,Winter,Mulch,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Mulch,16,13.33333333,15.66666667,55,72.18,21.22851365,5.08,73.92,84,0,0,0,0,0,0,0,0,0,0,0,12,0,362,0,0,0,0,197,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,12
VC8,VC8D,Replanting,Winter,Litter,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,Litter,47.66666667,13,13.33333333,26,0,18.33825513,8.44,67.56,195,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,141,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0
VC8,VC8E,Replanting,Winter,Mulch,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,Mulch,22.66666667,2.666666667,9,65.66666667,7.18,39.06529881,3.44,60.56,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,213,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,59
VC9,VC9A,Replanting,Winter,Mulch,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Mulch,2,0,23.66666667,74.33333333,2.24,27.72849305,5,72,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,303,0,0,0,0,872,0
VC9,VC9B,Replanting,Winter,Litter,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Litter,79,0,1.333333333,19.66666667,77.9,34.40655738,4,68,23,0,0,0,0,0,0,0,0,0,137,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,517,0
VC9,VC9C,Replanting,Winter,Litter,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,Litter,89.33333333,0.666666667,0,10,62.04,29.14462081,3,79,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,955,0
VC9,VC9D,Replanting,Winter,Litter,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,Litter,64.66666667,0.666666667,9.333333333,25.33333333,38.38,29.05602037,9.36,50.64,274,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,80,30,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0
VC9,VC9E,Replanting,Winter,Mulch,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Mulch,3.666666667,1,2.333333333,93,0.68,29.77839335,7.72,58.28,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,222,0
